Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Quantity,Segment,Country,City,State,Discount,Profit,Product ID,Category,Sub-Category,Product Name,Sales
1538,CA-2017-121888,9/15/2017,9/17/2017,Second Class,CL-11890,1,Consumer,United States,Everett,Massachusetts,0,11.5971,TEC-PH-10000439,Technology,Phones,GE DSL Phone Line Filter,39.99
1539,CA-2017-121888,9/15/2017,9/17/2017,Second Class,CL-11890,2,Consumer,United States,Everett,Massachusetts,0,6.512,OFF-AR-10003478,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",16.28
1540,CA-2017-121888,9/15/2017,9/17/2017,Second Class,CL-11890,3,Consumer,United States,Everett,Massachusetts,0,203.5644,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",782.94
1541,CA-2017-121888,9/15/2017,9/17/2017,Second Class,CL-11890,7,Consumer,United States,Everett,Massachusetts,0,116.3904,OFF-BI-10001765,Office Supplies,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,242.48
1542,CA-2014-166884,03-11-2014,3/16/2014,Second Class,CK-12205,5,Consumer,United States,Columbus,Ohio,0.2,2.288,FUR-FU-10003981,Furniture,Furnishings,Eldon Wave Desk Accessories,8.32
1543,CA-2014-166884,03-11-2014,3/16/2014,Second Class,CK-12205,6,Consumer,United States,Columbus,Ohio,0.2,1.7004,OFF-FA-10001561,Office Supplies,Fasteners,Stockwell Push Pins,10.464
1544,CA-2014-107181,02-04-2014,02-08-2014,Standard Class,DB-13270,3,Home Office,United States,San Diego,California,0.2,29.0136,OFF-BI-10004230,Office Supplies,Binders,GBC Recycled Grain Textured Covers,82.896
1545,CA-2014-107181,02-04-2014,02-08-2014,Standard Class,DB-13270,4,Home Office,United States,San Diego,California,0,16.0928,OFF-PA-10000350,Office Supplies,Paper,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",34.24
1546,CA-2014-150245,12/31/2014,01-04-2015,Second Class,PC-18745,7,Corporate,United States,Watertown,New York,0.2,196.686,FUR-BO-10002613,Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",1573.488
1547,CA-2015-111395,11/23/2015,11/27/2015,Standard Class,VB-21745,4,Corporate,United States,San Antonio,Texas,0.2,117.432,OFF-PA-10000994,Office Supplies,Paper,Xerox 1915,335.52
1548,CA-2015-111395,11/23/2015,11/27/2015,Standard Class,VB-21745,2,Corporate,United States,San Antonio,Texas,0.8,-40.6504,OFF-BI-10002867,Office Supplies,Binders,GBC Recycled Regency Composition Covers,23.912
1549,CA-2015-111395,11/23/2015,11/27/2015,Standard Class,VB-21745,2,Corporate,United States,San Antonio,Texas,0.2,2.3674,OFF-ST-10001291,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",27.056
1550,CA-2014-134278,07-06-2014,07-08-2014,First Class,EP-13915,1,Consumer,United States,New York City,New York,0.2,174.9975,TEC-CO-10001046,Technology,Copiers,Canon Imageclass D680 Copier / Fax,559.992
1551,US-2017-124926,11/13/2017,11/18/2017,Second Class,ME-17320,6,Home Office,United States,Houston,Texas,0.8,-24.7086,OFF-AP-10004868,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,9.324
1552,CA-2016-159345,6/17/2016,6/22/2016,Standard Class,IG-15085,2,Consumer,United States,San Diego,California,0,54.8604,OFF-PA-10000806,Office Supplies,Paper,Xerox 1934,111.96
1553,CA-2014-130274,05-03-2014,05-05-2014,First Class,JS-15940,7,Home Office,United States,Appleton,Wisconsin,0,10.3488,OFF-LA-10002195,Office Supplies,Labels,Avery 481,21.56
1554,CA-2017-158386,10/16/2017,10/21/2017,Standard Class,BO-11425,5,Consumer,United States,Richmond,Kentucky,0,57.385,OFF-BI-10003719,Office Supplies,Binders,Large Capacity Hanging Post Binders,124.75
1555,CA-2015-111507,02-06-2015,2/13/2015,Standard Class,VW-21775,3,Corporate,United States,Bellevue,Washington,0,1.5312,OFF-AR-10001315,Office Supplies,Art,Newell 310,5.28
1556,CA-2017-120761,09-04-2017,09-08-2017,Standard Class,AB-10150,4,Consumer,United States,Long Beach,New York,0,39.5428,TEC-AC-10000171,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",91.96
1557,CA-2016-109176,05-09-2016,5/15/2016,Standard Class,JW-16075,1,Consumer,United States,Philadelphia,Pennsylvania,0.2,3.504,OFF-EN-10003134,Office Supplies,Envelopes,Staple envelope,9.344
1558,CA-2016-109176,05-09-2016,5/15/2016,Standard Class,JW-16075,5,Consumer,United States,Philadelphia,Pennsylvania,0.2,9.92,OFF-AR-10001955,Office Supplies,Art,Newell 319,79.36
1559,CA-2015-112116,3/16/2015,3/18/2015,Second Class,JE-15475,2,Consumer,United States,Seattle,Washington,0,44.7096,FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,171.96
1560,CA-2016-126809,04-09-2016,4/13/2016,Standard Class,EB-13750,9,Corporate,United States,Seattle,Washington,0.2,12.8151,OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",35.352
1561,CA-2014-105172,04-04-2014,04-09-2014,Standard Class,PK-18910,6,Home Office,United States,San Francisco,California,0,9.072,OFF-LA-10001641,Office Supplies,Labels,Avery 518,18.9
1562,CA-2017-107293,09-05-2017,09-06-2017,First Class,CS-12400,1,Home Office,United States,Seattle,Washington,0,0.7228,OFF-AR-10003732,Office Supplies,Art,Newell 333,2.78
1563,US-2017-102890,6/30/2017,6/30/2017,Same Day,SG-20470,5,Consumer,United States,New York City,New York,0.4,-295.9785,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,1044.63
1564,CA-2015-158554,11-09-2015,11-09-2015,Same Day,CM-12190,3,Consumer,United States,Philadelphia,Pennsylvania,0.2,4.1151,OFF-PA-10004000,Office Supplies,Paper,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",11.352
1565,CA-2014-116239,03-04-2014,03-04-2014,Same Day,CL-12565,5,Consumer,United States,Columbia,South Carolina,0,17.745,OFF-ST-10001370,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,354.9
1566,CA-2015-132101,3/19/2015,3/25/2015,Standard Class,JO-15550,3,Home Office,United States,Seattle,Washington,0.2,39.6879,TEC-PH-10004539,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,453.576
1567,CA-2015-129112,11/29/2015,11/30/2015,First Class,AW-10840,3,Consumer,United States,Allen,Texas,0.2,-0.2685,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,21.48
1568,CA-2015-129112,11/29/2015,11/30/2015,First Class,AW-10840,4,Consumer,United States,Allen,Texas,0.8,-13.6152,OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers,8.784
1569,US-2017-152002,06-11-2017,06-11-2017,Same Day,DV-13465,3,Consumer,United States,Los Angeles,California,0,60.2553,OFF-PA-10000357,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",122.97
1570,CA-2017-165029,11/26/2017,11/30/2017,Standard Class,AH-10075,3,Corporate,United States,Atlanta,Georgia,0,3.7236,OFF-AR-10003504,Office Supplies,Art,Newell 347,12.84
1571,US-2014-157385,11/23/2014,11/25/2014,First Class,SC-20095,5,Consumer,United States,Los Angeles,California,0.2,-67.941,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,603.92
1572,US-2014-157385,11/23/2014,11/25/2014,First Class,SC-20095,3,Consumer,United States,Los Angeles,California,0,10.4832,OFF-EN-10003160,Office Supplies,Envelopes,Pastel Pink Envelopes,21.84
1573,US-2014-157385,11/23/2014,11/25/2014,First Class,SC-20095,1,Consumer,United States,Los Angeles,California,0,6.2979,TEC-AC-10003280,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,29.99
1574,US-2014-157385,11/23/2014,11/25/2014,First Class,SC-20095,2,Consumer,United States,Los Angeles,California,0.2,23.84,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,381.44
1575,CA-2014-101602,12/15/2014,12/18/2014,First Class,MC-18100,3,Consumer,United States,El Paso,Texas,0.2,-9.153,TEC-PH-10000169,Technology,Phones,ARKON Windshield Dashboard Air Vent Car Mount Holder,40.68
1576,CA-2014-101602,12/15/2014,12/18/2014,First Class,MC-18100,5,Consumer,United States,El Paso,Texas,0.3,-21.808,FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",763.28
1577,CA-2016-109057,4/22/2016,4/27/2016,Standard Class,TT-21460,2,Home Office,United States,Aurora,Illinois,0.2,2.3952,OFF-ST-10002406,Office Supplies,Storage,Pizazz Global Quick File,23.952
1578,CA-2016-154403,5/23/2016,5/27/2016,Standard Class,AP-10720,1,Home Office,United States,Florence,Alabama,0,2.4402,OFF-PA-10001526,Office Supplies,Paper,Xerox 1949,4.98
1579,CA-2016-102456,2/27/2016,03-01-2016,First Class,DL-12865,3,Consumer,United States,New York City,New York,0,49.5552,OFF-AP-10004336,Office Supplies,Appliances,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",170.88
1580,CA-2015-131338,08-09-2015,08-12-2015,First Class,NP-18325,2,Consumer,United States,New York City,New York,0,89.3142,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,307.98
1581,CA-2015-131338,08-09-2015,08-12-2015,First Class,NP-18325,9,Consumer,United States,New York City,New York,0.4,-153.1224,FUR-TA-10002607,Furniture,Tables,KI Conference Tables,382.806
1582,CA-2015-131338,08-09-2015,08-12-2015,First Class,NP-18325,2,Consumer,United States,New York City,New York,0,2.9372,OFF-ST-10000642,Office Supplies,Storage,"Tennsco Lockers, Gray",41.96
1583,CA-2015-131338,08-09-2015,08-12-2015,First Class,NP-18325,2,Consumer,United States,New York City,New York,0.2,456.588,OFF-BI-10000545,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,1217.568
1584,CA-2015-131338,08-09-2015,08-12-2015,First Class,NP-18325,3,Consumer,United States,New York City,New York,0,18.3456,FUR-FU-10002157,Furniture,Furnishings,Artistic Insta-Plaque,47.04
1585,CA-2015-131338,08-09-2015,08-12-2015,First Class,NP-18325,2,Consumer,United States,New York City,New York,0,2.9568,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,6.16
1586,CA-2015-131338,08-09-2015,08-12-2015,First Class,NP-18325,5,Consumer,United States,New York City,New York,0,274.386,TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B,979.95
1587,CA-2015-131338,08-09-2015,08-12-2015,First Class,NP-18325,3,Consumer,United States,New York City,New York,0,68.976,OFF-PA-10001357,Office Supplies,Paper,Xerox 1886,143.7
1588,CA-2015-131338,08-09-2015,08-12-2015,First Class,NP-18325,3,Consumer,United States,New York City,New York,0,5.0055,OFF-FA-10000992,Office Supplies,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",10.65
1589,CA-2015-131338,08-09-2015,08-12-2015,First Class,NP-18325,4,Consumer,United States,New York City,New York,0,34.692,TEC-AC-10002600,Technology,Accessories,Belkin QODE FastFit Bluetooth Keyboard,247.8
1590,CA-2016-109911,05-12-2016,5/16/2016,Standard Class,VG-21805,4,Corporate,United States,Virginia Beach,Virginia,0,2.9592,OFF-AR-10001662,Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener,10.96
1591,US-2016-132423,4/15/2016,4/19/2016,Standard Class,MY-18295,7,Corporate,United States,Grapevine,Texas,0.2,5.8604,OFF-AR-10001221,Office Supplies,Art,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",33.488
1592,US-2016-132423,4/15/2016,4/19/2016,Standard Class,MY-18295,5,Corporate,United States,Grapevine,Texas,0.2,2.9145,OFF-FA-10002988,Office Supplies,Fasteners,Ideal Clamps,8.04
1593,CA-2015-122826,6/23/2015,6/25/2015,Second Class,RD-19480,4,Consumer,United States,Olympia,Washington,0.2,22.6764,TEC-PH-10004830,Technology,Phones,Pyle PRT45 Retro Home Telephone,201.568
1594,CA-2014-117317,10/19/2014,10/19/2014,Same Day,JF-15490,3,Consumer,United States,Los Angeles,California,0,6.5856,OFF-PA-10004519,Office Supplies,Paper,Spiral Phone Message Books with Labels by Adams,13.44
1595,CA-2015-118423,3/24/2015,3/27/2015,First Class,DP-13390,3,Home Office,United States,Peoria,Illinois,0.3,-35.9058,FUR-BO-10000362,Furniture,Bookcases,Sauder Inglewood Library Bookcases,359.058
1596,CA-2017-149181,05-08-2017,05-12-2017,Standard Class,MD-17350,2,Consumer,United States,Columbus,Ohio,0.3,-2.0568,FUR-CH-10004540,Furniture,Chairs,Global Chrome Stack Chair,47.992
1597,CA-2017-132234,10/16/2017,10/18/2017,First Class,MY-17380,13,Corporate,United States,New York City,New York,0,175.136,FUR-FU-10001290,Furniture,Furnishings,Executive Impressions Supervisor Wall Clock,547.3
1598,CA-2017-158876,11/19/2017,11/21/2017,Second Class,AB-10150,4,Consumer,United States,Carrollton,Texas,0.2,5.28,OFF-PA-10000308,Office Supplies,Paper,Xerox 1901,16.896
1599,CA-2017-158876,11/19/2017,11/21/2017,Second Class,AB-10150,1,Consumer,United States,Carrollton,Texas,0.2,0.5004,OFF-SU-10001165,Office Supplies,Supplies,Acme Elite Stainless Steel Scissors,6.672
1600,CA-2017-158876,11/19/2017,11/21/2017,Second Class,AB-10150,4,Consumer,United States,Carrollton,Texas,0.2,8.6744,OFF-AR-10003373,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",99.136
1601,CA-2017-158876,11/19/2017,11/21/2017,Second Class,AB-10150,2,Consumer,United States,Carrollton,Texas,0.6,-13.993,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,15.992
1602,CA-2016-164672,05-08-2016,5/13/2016,Second Class,GB-14530,2,Corporate,United States,Dover,Delaware,0,42.392,FUR-FU-10001488,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",211.96
1603,US-2016-132857,12-11-2016,12/17/2016,Standard Class,CA-12775,3,Consumer,United States,Smyrna,Tennessee,0.2,1.668,OFF-AR-10003251,Office Supplies,Art,Prang Drawing Pencil Set,6.672
1604,CA-2017-116645,11/30/2017,12-04-2017,Standard Class,ME-17725,6,Consumer,United States,Newark,Delaware,0,45.2226,OFF-AR-10001044,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",155.94
1605,US-2016-115819,4/19/2016,4/24/2016,Second Class,JO-15280,5,Consumer,United States,Los Angeles,California,0.2,12.987,TEC-PH-10004700,Technology,Phones,PowerGen Dual USB Car Charger,39.96
1606,US-2016-115819,4/19/2016,4/24/2016,Second Class,JO-15280,3,Consumer,United States,Los Angeles,California,0,1.5288,OFF-AR-10000823,Office Supplies,Art,Newell 307,5.46
1607,US-2016-115819,4/19/2016,4/24/2016,Second Class,JO-15280,5,Consumer,United States,Los Angeles,California,0,21.228,OFF-AR-10004456,Office Supplies,Art,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,73.2
1608,US-2016-115819,4/19/2016,4/24/2016,Second Class,JO-15280,1,Consumer,United States,Los Angeles,California,0.2,1.971,OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",5.84
1609,US-2016-115819,4/19/2016,4/24/2016,Second Class,JO-15280,4,Consumer,United States,Los Angeles,California,0,10.224,OFF-PA-10002377,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",22.72
1610,US-2016-115819,4/19/2016,4/24/2016,Second Class,JO-15280,3,Consumer,United States,Los Angeles,California,0.2,3.2676,OFF-BI-10000591,Office Supplies,Binders,Avery Binder Labels,9.336
1611,CA-2014-156349,5/26/2014,5/30/2014,Standard Class,ML-17395,2,Corporate,United States,Los Angeles,California,0.15,27.3568,FUR-BO-10000362,Furniture,Bookcases,Sauder Inglewood Library Bookcases,290.666
1612,CA-2014-156349,5/26/2014,5/30/2014,Standard Class,ML-17395,2,Corporate,United States,Los Angeles,California,0.2,20.1584,TEC-PH-10000441,Technology,Phones,VTech DS6151,201.584
1613,CA-2014-156349,5/26/2014,5/30/2014,Standard Class,ML-17395,2,Corporate,United States,Los Angeles,California,0.2,31.494,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,83.984
1614,CA-2017-138380,12/21/2017,12/25/2017,Standard Class,YS-21880,7,Corporate,United States,Oakland,California,0,290.0058,OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart,1000.02
1615,US-2016-113509,3/15/2016,3/19/2016,Standard Class,PL-18925,3,Home Office,United States,Philadelphia,Pennsylvania,0.2,-13.6461,TEC-AC-10004855,Technology,Accessories,V7 USB Numeric Keypad,83.976
1616,CA-2015-130022,08-10-2015,8/16/2015,Standard Class,JK-16120,1,Home Office,United States,Eagan,Minnesota,0,1.8,OFF-LA-10002787,Office Supplies,Labels,Avery 480,3.75
1617,CA-2015-130022,08-10-2015,8/16/2015,Standard Class,JK-16120,4,Home Office,United States,Eagan,Minnesota,0,19.872,OFF-LA-10002043,Office Supplies,Labels,Avery 489,41.4
1618,CA-2015-130022,08-10-2015,8/16/2015,Standard Class,JK-16120,3,Home Office,United States,Eagan,Minnesota,0,12.5118,OFF-AR-10001915,Office Supplies,Art,Peel-Off China Markers,29.79
1619,US-2016-118780,09-10-2016,9/14/2016,Second Class,PN-18775,2,Home Office,United States,New York City,New York,0,8.922,OFF-ST-10000352,Office Supplies,Storage,Acco Perma 2700 Stacking Storage Drawers,59.48
1620,US-2016-118780,09-10-2016,9/14/2016,Second Class,PN-18775,1,Home Office,United States,New York City,New York,0,3.0774,OFF-PA-10000575,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",6.69
1621,CA-2017-108560,07-08-2017,7/15/2017,Standard Class,JC-15385,2,Consumer,United States,Kent,Washington,0,99.23,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",198.46
1622,CA-2017-108560,07-08-2017,7/15/2017,Standard Class,JC-15385,8,Consumer,United States,Kent,Washington,0,385.3752,OFF-LA-10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",786.48
1623,CA-2017-108560,07-08-2017,7/15/2017,Standard Class,JC-15385,2,Consumer,United States,Kent,Washington,0.2,7.8192,OFF-BI-10001107,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front",23.168
1624,CA-2017-108560,07-08-2017,7/15/2017,Standard Class,JC-15385,2,Consumer,United States,Kent,Washington,0,10.5,TEC-AC-10003063,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,50
1625,CA-2015-157084,12/19/2015,12/24/2015,Standard Class,JG-15160,5,Consumer,United States,Los Angeles,California,0.2,84.495,TEC-PH-10002922,Technology,Phones,ShoreTel ShorePhone IP 230 VoIP phone,675.96
1626,CA-2015-157084,12/19/2015,12/24/2015,Standard Class,JG-15160,3,Consumer,United States,Los Angeles,California,0,556.974,TEC-AC-10002049,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,1265.85
1627,CA-2015-164539,11/16/2015,11/22/2015,Standard Class,PO-19180,5,Home Office,United States,New York City,New York,0,141.2775,OFF-AP-10002457,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",523.25
1628,CA-2015-143119,9/24/2015,9/30/2015,Standard Class,MC-17275,6,Consumer,United States,Lafayette,Louisiana,0,155.25,FUR-CH-10001270,Furniture,Chairs,Harbour Creations Steel Folding Chair,517.5
1629,CA-2017-101049,6/21/2017,6/25/2017,Second Class,AS-10240,5,Consumer,United States,Cleveland,Ohio,0.2,2.464,FUR-FU-10004415,Furniture,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",17.92
1630,CA-2017-101049,6/21/2017,6/25/2017,Second Class,AS-10240,6,Consumer,United States,Cleveland,Ohio,0.7,-34.38,OFF-BI-10001510,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,41.256
1631,CA-2016-106530,05-08-2016,05-08-2016,Same Day,CL-12565,3,Consumer,United States,Cleveland,Ohio,0.2,88.0299,OFF-ST-10002011,Office Supplies,Storage,Smead Adjustable Mobile File Trolley with Lockable Top,1006.056
1632,CA-2016-106530,05-08-2016,05-08-2016,Same Day,CL-12565,2,Consumer,United States,Cleveland,Ohio,0.2,3.7408,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,10.688
1633,CA-2016-106530,05-08-2016,05-08-2016,Same Day,CL-12565,2,Consumer,United States,Cleveland,Ohio,0.2,3.6288,OFF-PA-10004451,Office Supplies,Paper,Xerox 222,10.368
1634,CA-2016-106530,05-08-2016,05-08-2016,Same Day,CL-12565,2,Consumer,United States,Cleveland,Ohio,0.2,1.57,OFF-ST-10000649,Office Supplies,Storage,Hanging Personal Folder File,25.12
1635,CA-2016-106530,05-08-2016,05-08-2016,Same Day,CL-12565,2,Consumer,United States,Cleveland,Ohio,0.2,7.264,TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,58.112
1636,CA-2014-168984,11/26/2014,12-02-2014,Standard Class,NW-18400,3,Consumer,United States,Tigard,Oregon,0.2,5.4432,OFF-PA-10001166,Office Supplies,Paper,Xerox 2,15.552
1637,CA-2014-168984,11/26/2014,12-02-2014,Standard Class,NW-18400,5,Consumer,United States,Tigard,Oregon,0.2,-167.27,OFF-ST-10001097,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,669.08
1638,CA-2014-168984,11/26/2014,12-02-2014,Standard Class,NW-18400,4,Consumer,United States,Tigard,Oregon,0.2,-87.6672,TEC-PH-10000038,Technology,Phones,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,438.336
1639,CA-2016-157266,5/26/2016,06-01-2016,Standard Class,TB-21280,3,Consumer,United States,Washington,District of Columbia,0,9.3312,OFF-PA-10002689,Office Supplies,Paper,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),19.44
1640,CA-2016-157266,5/26/2016,06-01-2016,Standard Class,TB-21280,2,Consumer,United States,Washington,District of Columbia,0,4.4344,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,9.64
1641,CA-2016-157266,5/26/2016,06-01-2016,Standard Class,TB-21280,2,Consumer,United States,Washington,District of Columbia,0,5.842,OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",12.7
1642,CA-2016-157266,5/26/2016,06-01-2016,Standard Class,TB-21280,3,Consumer,United States,Washington,District of Columbia,0,17.3754,FUR-FU-10000629,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,41.37
1643,US-2014-134712,11/29/2014,12-04-2014,Standard Class,BS-11380,2,Corporate,United States,Skokie,Illinois,0.2,3.945,OFF-FA-10003112,Office Supplies,Fasteners,Staples,12.624
1644,CA-2015-111829,3/19/2015,3/20/2015,First Class,FH-14365,3,Corporate,United States,Seattle,Washington,0,349.3392,OFF-ST-10000142,Office Supplies,Storage,Deluxe Rollaway Locking File with Drawer,1247.64
1645,CA-2015-111829,3/19/2015,3/20/2015,First Class,FH-14365,7,Corporate,United States,Seattle,Washington,0,1480.4671,TEC-CO-10001766,Technology,Copiers,Canon PC940 Copier,3149.93
1646,CA-2015-111829,3/19/2015,3/20/2015,First Class,FH-14365,2,Corporate,United States,Seattle,Washington,0,100.656,OFF-PA-10004359,Office Supplies,Paper,Multicolor Computer Printout Paper,209.7
1647,CA-2015-105221,11-01-2015,11-03-2015,First Class,VM-21685,2,Home Office,United States,Philadelphia,Pennsylvania,0.2,-3.094,TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,35.36
1648,CA-2015-105221,11-01-2015,11-03-2015,First Class,VM-21685,2,Home Office,United States,Philadelphia,Pennsylvania,0.2,-0.7128,OFF-FA-10001135,Office Supplies,Fasteners,"Brites Rubber Bands, 1 1/2 oz. Box",3.168
1649,CA-2015-120341,9/26/2015,9/29/2015,Second Class,SF-20200,6,Consumer,United States,Philadelphia,Pennsylvania,0.7,-100.92,OFF-BI-10004224,Office Supplies,Binders,Catalog Binders with Expanding Posts,121.104
1650,CA-2015-120341,9/26/2015,9/29/2015,Second Class,SF-20200,1,Consumer,United States,Philadelphia,Pennsylvania,0.4,-9.1788,TEC-PH-10003357,Technology,Phones,Grandstream GXP2100 Mainstream Business Phone,45.894
1651,CA-2014-135699,8/29/2014,8/29/2014,Same Day,HH-15010,2,Corporate,United States,San Francisco,California,0,53.8608,OFF-PA-10004475,Office Supplies,Paper,Xerox 1940,109.92
1652,CA-2014-135699,8/29/2014,8/29/2014,Same Day,HH-15010,2,Corporate,United States,San Francisco,California,0,6.4128,OFF-PA-10003001,Office Supplies,Paper,Xerox 1986,13.36
1653,US-2017-132444,11/18/2017,11/21/2017,First Class,CD-12280,6,Consumer,United States,Seattle,Washington,0,45.8136,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,169.68
1654,US-2017-132444,11/18/2017,11/21/2017,First Class,CD-12280,4,Consumer,United States,Seattle,Washington,0,54.3332,TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,132.52
1655,US-2017-132444,11/18/2017,11/21/2017,First Class,CD-12280,2,Consumer,United States,Seattle,Washington,0,1.4208,OFF-FA-10000611,Office Supplies,Fasteners,Binder Clips by OIC,2.96
1656,US-2017-132444,11/18/2017,11/21/2017,First Class,CD-12280,2,Consumer,United States,Seattle,Washington,0.2,2.9568,OFF-BI-10001116,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",8.448
1657,US-2017-132444,11/18/2017,11/21/2017,First Class,CD-12280,3,Consumer,United States,Seattle,Washington,0,9.594,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,95.94
1658,CA-2014-127159,05-12-2014,5/15/2014,First Class,HL-15040,7,Consumer,United States,Milwaukee,Wisconsin,0,10.7849,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",34.79
1659,CA-2017-161809,1/20/2017,1/26/2017,Standard Class,TH-21100,3,Consumer,United States,Los Angeles,California,0.2,10.0485,TEC-PH-10004922,Technology,Phones,RCA Visys Integrated PBX 8-Line Router,160.776
1660,CA-2017-127285,10/30/2017,11-06-2017,Standard Class,MM-18055,3,Consumer,United States,Seattle,Washington,0.2,27.735,OFF-BI-10004330,Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",88.752
1661,CA-2017-127285,10/30/2017,11-06-2017,Standard Class,MM-18055,2,Consumer,United States,Seattle,Washington,0.2,5.214,OFF-BI-10002072,Office Supplies,Binders,Cardinal Slant-D Ring Binders,13.904
1662,CA-2017-144526,4/30/2017,05-06-2017,Standard Class,QJ-19255,5,Corporate,United States,Philadelphia,Pennsylvania,0.4,-158.102,TEC-PH-10002549,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,677.58
1663,CA-2017-144526,4/30/2017,05-06-2017,Standard Class,QJ-19255,3,Corporate,United States,Philadelphia,Pennsylvania,0.7,-9.264,OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets,13.896
